"","X","sitename","plotid","genotype","date","Stem","Leaf","Root","Rhizome","precip","LAI","NDVI","Height"
"1721857",1721857,"north","B",10058,"1997-10-12",22.67,5.06,4.52,5.75057793725402,0.0187043115990061,3.59,1.73,2.66
"1058932",1058932,"north","D",10003,"1997-05-14",0.56,2,2.16,4.09938505967577,0.315803767563552,1.42,1.28,0.48
"133130",133130,"north","D",9926,"2007-04-24",0,0.73,0.7,4.57655311569956,3.9424379825602,0.46,1,0.32
"1540041",1540041,"south","A",10042,"2007-05-09",0.37,2.57,2.67,3.16844448649512,0.971367461411653,1.67,1.4,0.56
"907028",907028,"central","D",9990,"2004-04-27",0,1.56,1.68,8.39885510256389,0,1.05,1.25,0.48
"1331376",1331376,"central","A",10025,"2007-04-30",0.02,1.01,1.09,3.84676183189984,0.0242861087224661,0.66,1.02,0.39
"2623445",2623445,"north","D",10133,"1999-05-27",9.9,6.77,5.76,3.67352426275893,0.0263298041319638,4.23,1.71,1.38
"405793",405793,"south","D",9948,"2004-08-19",29,4.8,3.28,9.74264432734106,6.40411166878521,3.22,1.7,3.38
"1496801",1496801,"central","D",10039,"2004-09-30",20.15,3.55,3.5,7.06418788504759,0,2.34,1.48,2.51
"105270",105270,"south","B",9923,"1997-05-17",0.37,2.57,2.85,5.15842236737778,0.0163326774684007,1.83,1.44,0.6
"1606354",1606354,"central","C",10048,"2007-10-15",3.06,2.5,3.57,2.97178647172408,0,1.76,1.38,0.92
"664280",664280,"north","C",9970,"2000-08-12",20.94,4.14,3.41,7.2301898880289,0.00485564628714606,2.93,1.48,2.66
"50101",50101,"north","C",9919,"1997-05-28",2.7,2.68,3.06,3.43774437883619,1.35203580245725,1.9,1.4,0.6
"1204612",1204612,"north","B",10015,"1999-09-06",14.76,7.93,7.48,3.08281160869927,0.00662351115884953,5.48,1.64,2.19
"1556883",1556883,"central","D",10044,"2004-07-09",18.44,5.23,3.86,5.29457448204177,0.115256385049543,3.46,1.57,2.32
"1556173",1556173,"central","D",10044,"2007-10-22",3.38,2.65,2.51,3.33071409896035,0,2.03,1.45,0.79
"443790",443790,"south","C",9951,"2004-05-02",1.21,1.65,1.55,5.13908277722756,31.1201897821579,1.03,1.24,0.45
"2110118",2110118,"central","D",10090,"1999-10-14",14.49,2.56,4.62,2.69831254049121,0.0153770661193537,1.75,1.35,2
"2205810",2205810,"north","A",10098,"2007-05-30",3.33,2.82,2.78,4.03599894805212,0.163667243369228,1.64,1.3,0.62
"2222392",2222392,"south","D",10099,"1999-09-30",14.71,5.16,5.23,3.4842155869776,32.0691094954398,3.45,1.56,1.91
"327258",327258,"north","C",9942,"2000-05-06",0.14,2.13,2.28,3.43499489147358,0.0125371942066133,1.59,1.27,0.44
"1590347",1590347,"north","C",10047,"1997-06-19",9.72,3.49,3.16,2.70891543872598,0.01694332923768,2.45,1.44,1.13
"803067",803067,"south","D",9981,"2007-08-17",1.44,1.99,1.91,2.01412987059338,0.915192671268451,1.5,1.25,0.63
"198376",198376,"central","B",9931,"2007-06-20",7.32,3.89,3.95,2.70761657151598,16.634975778686,2.89,1.57,1.35
"490610",490610,"south","B",9955,"1999-07-22",14.24,5.38,5.12,4.6016110976582,3.79204840030715,3.9,1.64,2.05
"1741834",1741834,"south","B",10059,"1997-08-01",16.63,4.68,4.06,5.40788380761498,0.0053873480451497,3.63,1.61,2.32
"1479310",1479310,"south","A",10037,"1999-06-13",10.65,4.22,2.91,2.12936870264568,0.0621556562882588,3.14,1.53,1.47
"2004817",2004817,"central","A",10081,"1999-10-07",19.51,6.83,5.96,2.68112877382513,0,5.05,1.68,2.39
"956798",956798,"central","C",9994,"1999-04-08",0,1.19,1.19,8.14556083070491,0.0166128811396424,0.84,1.21,0.39
"236646",236646,"south","D",9934,"1997-07-09",3.32,2.74,2.21,1.43689200317326,2.82393538511873,1.82,1.29,0.93
"2649264",2649264,"north","C",10135,"1997-07-02",6.14,3.81,3.37,2.15670754475261,3.88858279329564,2.87,1.42,1.29
"677348",677348,"north","A",9971,"2000-09-14",24.72,4,3.94,9.74506685430805,0.0028915608350827,2.97,1.45,3.07
"2552509",2552509,"north","B",10127,"2000-09-08",26.32,5.02,3.64,7.92186483560252,1.12467034396563,3.43,1.65,3.49
"2691968",2691968,"south","D",10138,"2004-05-16",2.6,2.68,2.8,3.24974835854644,1.91777213180556,1.9,1.54,0.62
"2385935",2385935,"north","A",10113,"2000-06-07",6.65,3.48,3.44,2.24144492475262,0,2.49,1.43,1.08
"1292342",1292342,"central","D",10022,"2007-06-03",6.01,3.16,3.39,2.67287718039745,4.49975910558268,2.19,1.6,0.9
"1436062",1436062,"central","D",10034,"1997-10-19",27.54,3.07,3.1,10.3605511089667,0.0032708412462625,1.87,1.43,3.45
"2203836",2203836,"north","B",10098,"2007-06-28",3.43,2.58,2.27,1.97767891483044,4.61267733316375,1.81,1.41,0.96
"2174169",2174169,"south","D",10095,"1999-07-01",14.94,5.55,5.08,4.34346172777144,3.08988459216796,3.97,1.55,2.25
"1133437",1133437,"north","C",10009,"1999-10-23",21.53,3.92,4.54,5.86430408247089,0.00534037896121529,3.16,1.57,2.53
"603226",603226,"north","B",9965,"2004-05-15",0.84,1.46,1.5,1.83301735737258,29.366586998389,0.99,1.24,0.47
"1504396",1504396,"north","D",10040,"1999-06-16",15.07,7.82,6.86,3.26435176515285,0.0122494288036281,5.32,1.68,2.12
"61511",61511,"north","B",9920,"1999-10-10",18.91,7.61,7.49,3.52676154043413,0.00335193561959832,5.77,1.74,2.61
"1368028",1368028,"south","D",10028,"1999-09-09",12.13,6.13,5.52,3.52728108982657,0.0108767991691382,3.94,1.68,1.87
"635282",635282,"south","B",9967,"2000-10-05",30.91,3.53,3.35,10.7396019222933,22.8090757691021,2.63,1.47,3.56
"130644",130644,"south","C",9925,"1999-08-02",18.34,5.19,4.15,3.202750719827,1.1195265434085,3.63,1.54,2.04
"634425",634425,"south","D",9967,"2004-08-24",26.58,4.59,3.5,9.93198120925984,0.0532422597993059,3.22,1.54,3.07
"1365957",1365957,"central","C",10028,"1999-05-15",5.91,5.76,6.16,4.5149664330138,0.00159826712875859,3.92,1.62,1.06
"2420352",2420352,"north","B",10116,"2004-10-05",25.25,4.2,2.64,7.15518419242004,0.00158937410340896,3.25,1.58,3.34
"1334412",1334412,"south","C",10025,"2004-10-29",14.16,2.75,3.83,5.6762138118147,3.60015933070934,1.8,1.34,2.06
"746447",746447,"north","D",9977,"2000-04-14",0,0.2,0.18,3.47546230545136,0.068275126568244,0.13,0.97,0.2
"1177255",1177255,"south","C",10012,"1997-06-16",5.27,3.63,2.54,1.20022974713244,0.142605375621118,2.33,1.52,1.05
"1226754",1226754,"south","A",10016,"2000-04-11",0,0.09,0.09,3.03137932326965,0.143953870296411,0.05,0.87,0.12
"1487897",1487897,"central","A",10038,"2007-07-31",8.94,2.34,1.84,3.33588896449886,0.00115494137168273,1.64,1.41,1.31
"2104568",2104568,"south","C",10089,"2007-05-05",0,2.33,2.81,4.5747186801978,11.0804154942028,1.64,1.38,0.56
"2024198",2024198,"north","C",10083,"2004-08-18",23.53,4.47,3.29,8.30147519170845,3.2762532354894,3.1,1.57,2.79
"803081",803081,"south","D",9981,"2007-08-31",1.8,2.16,2.32,2.06786976401261,0.000286455303718461,1.42,1.39,0.62
"1912301",1912301,"south","A",10073,"1997-06-29",12.71,4.9,3.93,2.10166820389399,5.07801840604514,3.72,1.73,1.59
"2532740",2532740,"central","B",10125,"2007-05-13",3.97,3.32,4.24,4.14617921971369,0.214129103424651,2.25,1.52,0.69
"162798",162798,"central","C",9928,"1999-10-03",16.85,7.14,5.86,2.56314137586512,1.88247719467317,5.07,1.58,2.44
"2710245",2710245,"north","C",10140,"2007-07-28",4.73,3.15,2.97,3.456553636046,6.51329408163661,2.19,1.42,0.75
"1332452",1332452,"south","D",10025,"2007-06-11",4.25,3.13,2.91,3.65323660130048,0.00064647475601801,2.14,1.38,0.72
"334991",334991,"south","C",9942,"1997-08-01",19.21,4.39,3.01,4.48016637497672,0.00482656515887749,2.85,1.61,2.35
"69658",69658,"south","B",9920,"2000-07-24",21.56,4.22,3.03,5.21397630748468,0.0133776211276791,3.16,1.54,2.35
"1989575",1989575,"central","D",10080,"1997-10-14",29.46,4.13,4.43,8.96166822736924,16.2055687146157,2.86,1.61,3.21
"188090",188090,"central","A",9930,"2004-06-07",3.8,2.27,1.69,0.962928350811874,0.0978695500314076,1.62,1.36,0.8
"2566710",2566710,"north","A",10128,"2004-09-04",24.09,4.48,3.61,9.13554954411554,0.00776378953584663,3.55,1.62,2.98
"2060578",2060578,"north","A",10086,"1997-04-25",0,1.22,1.14,8.19107142686672,0.49877169488641,0.91,1.08,0.42
"2166308",2166308,"north","D",10095,"1999-09-21",20.11,8.19,7.3,3.46059812350296,2.50317756000586,5.57,1.61,2.66
"244205",244205,"north","A",9935,"2004-04-21",1.57,1.58,1.59,7.03661788946928,25.3868680880991,1.07,1.29,0.5
"1474676",1474676,"central","C",10037,"2004-06-28",7.92,3.39,2.27,1.3163748422321,0.0920634901450857,2.46,1.43,1.14
"137549",137549,"central","B",9926,"1999-04-20",0.11,2.55,2.3,4.3160091424953,0.000626577033592987,1.73,1.39,0.54
"1559870",1559870,"central","A",10044,"2004-06-25",6.44,3.46,2.24,1.11968911685021,9.06695581838634,2.46,1.59,1.3
"180209",180209,"south","A",9929,"2004-09-04",16.73,5.22,4.17,5.18520579243021,0.124810144783532,3.57,1.63,2.68
"1207712",1207712,"central","D",10015,"2000-06-05",4.37,1.7,1.42,0.908279904411226,0.28094062588789,1.19,1.17,0.75
"210739",210739,"central","C",9932,"1997-10-22",30.97,6.81,6.36,6.04612908011419,0.0425263163932167,4.9,1.76,3.52
"1818108",1818108,"north","B",10066,"1997-09-29",18.74,5.72,4.34,3.337185155001,0.115975106265296,3.82,1.81,2.25
"1144854",1144854,"north","B",10010,"2004-10-05",24.6,4.49,2.62,7.45795773618573,0.00158937410340896,3.07,1.57,3.07
"724545",724545,"north","C",9975,"2004-05-21",3.14,3.33,3.16,4.03797296678633,0.000188816875654897,2.34,1.57,0.81
"771491",771491,"north","B",9979,"2000-04-27",0.62,0.74,0.75,2.52804685592239,0.0146415666032916,0.51,1.12,0.34
"519831",519831,"north","C",9958,"2000-06-20",9.34,3.75,3.24,1.88983273567892,0.0195358716822227,2.95,1.53,1.33
"1886207",1886207,"south","B",10071,"1997-07-09",9.48,3.62,2.57,2.10592406581489,2.85508005788276,2.59,1.53,1.41
"2440494",2440494,"south","B",10117,"2007-06-12",2.79,2.33,1.95,2.73050579778915,0.00530756311398584,1.43,1.38,0.65
"2637492",2637492,"north","C",10134,"1999-08-14",15.04,5.03,4.1,4.41187408678124,24.666553910271,3.72,1.52,2.07
"1222681",1222681,"central","A",10016,"1999-10-16",19.89,6.45,5.39,2.7494076360207,0.30564872374752,4.43,1.86,2.39
"2202758",2202758,"north","D",10098,"2004-08-31",22.41,5.06,3.07,8.36662704677815,0.000392179238861515,3.5,1.72,3.64
"1082064",1082064,"south","A",10004,"1997-08-08",15.2,5.14,4.02,4.52812762312034,0.00174065155762456,3.77,1.67,2.23
"1522995",1522995,"central","C",10041,"2007-07-08",7.07,2.29,1.73,1.95929188429628,0,1.65,1.32,0.98
"1247526",1247526,"south","D",10018,"1997-10-25",26.71,4.3,3.5,10.099890409993,3.29438493260065,2.85,1.64,3.27
"735479",735479,"north","B",9976,"2000-07-23",21.49,5.25,3.3,4.13633399121263,0.0117514586243792,3.7,1.63,2.74
"2219141",2219141,"central","B",10099,"1997-07-25",21.1,4.7,3.22,4.32515080516923,4.40993504534832e-05,3.28,1.63,2.39
"1880174",1880174,"north","A",10071,"1997-07-25",8.46,3.67,2.58,3.04702322432476,0.0281530893756175,2.43,1.45,1.72
"1810169",1810169,"central","B",10065,"1999-05-23",7.18,5.47,4.19,2.83761456120131,0.653882974699795,3.87,1.67,1.47
"2060261",2060261,"north","C",10086,"2004-07-13",17.85,4.87,3.57,5.88475044069,1.46476351618425,3.79,1.52,2.17
"1959957",1959957,"south","C",10077,"2004-05-11",1.87,2.8,3.15,4.72000811081681,5.47634949871586,2.1,1.41,0.65
"960549",960549,"south","B",9994,"2007-10-04",3.1,3.15,2.69,3.49588402584868,16.2790124350629,2.12,1.46,0.84
"798200",798200,"central","D",9981,"1997-06-28",7.45,4.5,3.55,2.07007434263915,0.530871602522955,3.06,1.45,1.29
"2093872",2093872,"north","D",10089,"1997-08-24",23.13,6.44,5.97,3.80707971201564,13.2116410943979,4.86,1.65,2.79
"2476487",2476487,"south","B",10120,"2004-09-01",34.97,4.41,3.49,12.9966324584426,0.00131183916804169,3.57,1.64,3.98
"1462751",1462751,"central","C",10036,"2007-04-20",0,0.33,0.29,3.54653830161156,0.590824828506793,0.26,0.87,0.26
"846570",846570,"central","D",9985,"1999-07-23",15.83,5.65,4.74,2.36364215744294,0.120411020303467,3.91,1.68,2.1
"826787",826787,"south","D",9983,"2000-10-12",24.38,2.84,3.01,8.51799724130439,0.0015100111156662,1.99,1.5,2.96
"76178",76178,"central","D",9921,"1997-05-17",0,1.72,1.77,1.76417556850911,0.0149935356671891,1.22,1.2,0.43
"174847",174847,"central","C",9929,"1999-10-19",19.26,6.46,5.83,2.74471525066346,0.00858278301931112,4.62,1.74,2.32
"2715820",2715820,"south","D",10140,"2000-05-17",0,2.56,2.6,1.68367585251409,1.28229010397725,1.71,1.35,0.61
"223644",223644,"central","A",9933,"1997-07-21",22.65,6.71,7.19,2.611687626681,0.607459415046716,4.81,1.69,2.61
"541855",541855,"north","D",9960,"1999-09-23",19.21,8.57,6.99,3.03413226027362,0.00345424739885291,5.84,1.63,2.42
"608178",608178,"central","C",9965,"2000-08-24",28.05,4.68,3.28,7.32206269626924,4.28773059834472,3.22,1.53,3.26
"2047941",2047941,"north","C",10085,"1999-10-19",17.9,4.08,5.46,4.70298764174001,0.0032691717771391,3.09,1.51,2.62
"2552627",2552627,"north","B",10127,"2004-07-09",13.51,3.55,1.83,1.47723450985884,0.579433970465416,2.54,1.62,1.94
"60854",60854,"north","D",9920,"2004-08-01",21.49,5.22,3.1,5.46828218416979,0.0615178850311403,3.57,1.63,2.91
"372340",372340,"south","A",9945,"1999-08-18",19.58,5.47,4.18,4.89596406010394,0.009129355556591,3.61,1.65,2.55
"2478138",2478138,"south","A",10120,"1999-09-10",14.09,4.5,4.02,2.42845684222696,0.00232529061997783,3.22,1.66,2.22
"2606006",2606006,"central","C",10131,"2007-08-18",10.74,2.49,2.12,4.68252550621782,0.0164098766271326,1.72,1.3,1.61
"22471",22471,"south","C",9916,"2000-05-18",0.87,1.38,1.53,1.70777574633062,0.140099269552532,0.99,1.2,0.47
"436888",436888,"north","A",9951,"2004-09-23",27.12,3.83,2.97,10.2036959547195,0,2.99,1.58,3.19
"1177158",1177158,"south","B",10012,"2007-10-19",1.14,3.16,2.84,3.47348100469847,23.6697433940338,2,1.42,0.71
"2460115",2460115,"central","B",10119,"2000-04-17",0,0.25,0.26,2.24781598650118,5.86524738995861,0.18,0.87,0.24
"1493587",1493587,"north","B",10039,"2000-08-21",22.69,4.76,3.41,6.38569916599787,0.0016009523888402,3.11,1.56,2.88
"1848959",1848959,"central","A",10068,"2007-10-11",14.9,2.27,1.85,6.44063102272509,0.0425911120710806,1.56,1.37,1.94
"2253733",2253733,"north","A",10102,"2004-05-08",0,2.07,2.09,3.69491265054046,2.11427568037842,1.49,1.28,0.54
"1097869",1097869,"north","C",10006,"2007-09-12",3.33,2.22,1.98,2.23439053752105,9.4476011319709,1.48,1.27,0.64
"235337",235337,"central","C",9934,"2004-08-27",5.53,2.05,1.24,2.04052494379852,0.190722113369185,1.29,1.24,1.06
"704711",704711,"central","C",9973,"2007-05-29",2.11,2.04,1.95,2.35719954046735,0.0505352070060054,1.26,1.33,0.49
"2100511",2100511,"central","C",10089,"2007-05-01",0,1.17,1.14,4.01387117940681,3.17780313897968,0.86,1.02,0.44
"926946",926946,"north","D",9992,"2000-04-18",0,0.34,0.31,2.86538246637808,5.37830703610086,0.25,0.88,0.27
"198662",198662,"central","C",9931,"1997-09-08",31.81,6.88,5.81,4.64794459152016,0.659711585392578,4.98,1.57,3.21
"33618",33618,"south","B",9917,"2000-09-21",26.91,3.96,3.87,9.81913556982006,6.57657120569903,2.78,1.61,3.18
"2166416",2166416,"north","D",10095,"2000-06-28",11.06,5.2,3.58,1.28899647074129,0.0233489845592079,3.53,1.73,1.94
"1358787",1358787,"south","A",10027,"1997-07-03",10.32,4.46,3.32,1.90386407325833,0.00651764809977824,3.26,1.53,1.6
"669629",669629,"central","A",9970,"2007-07-07",5.74,2.1,1.81,1.93254262503995,0.163448542474444,1.66,1.4,1.09
"1856362",1856362,"north","A",10069,"1999-08-30",22.12,5.3,4.37,6.75337553109513,0.00340311422734098,3.58,1.52,2.67
"2212874",2212874,"south","C",10098,"2007-05-14",1.58,2.73,3.48,3.21236938144702,0,2.05,1.47,0.77
"1501977",1501977,"south","B",10039,"2007-08-08",0.34,2.38,2.14,2.70677253782233,0.00503508032567149,1.81,1.31,0.66
"972208",972208,"south","B",9995,"2000-10-07",32.7,4.1,4.89,13.9965244618836,1.77935093170882,2.75,1.51,4.35
"2726289",2726289,"central","C",10141,"2007-07-02",4.34,1.99,1.69,1.62203924214662,0,1.47,1.35,0.92
"2356527",2356527,"south","C",10110,"1997-07-24",18.51,4.54,3.44,4.18301728106266,0.383199471642392,3.31,1.54,2.23
"2161268",2161268,"central","A",10094,"2000-04-13",0,0.15,0.13,3.29041743827582,0.0174438122596327,0.09,0.82,0.17
"1663184",1663184,"north","C",10053,"2004-07-25",17.06,4.71,3.21,6.5179443570944,1.13994666369385e-05,3.29,1.56,2.52
"319583",319583,"central","C",9941,"2004-09-11",20.23,3.73,2.56,7.11481123004787,0,2.52,1.49,2.92
"215644",215644,"south","A",9932,"1997-06-25",12.96,5.35,4.02,1.98993126096547,0.212931110059169,3.82,1.64,1.65
"77834",77834,"central","B",9921,"2004-06-29",10.07,6.45,4.91,4.94262618130122,0.219958538480648,4.41,1.75,2.48
"2635509",2635509,"north","D",10134,"1999-06-27",15.28,7.11,5.79,2.41545030721381,0.0198469129945048,4.59,1.75,2.13
"1488471",1488471,"south","D",10038,"2000-06-03",5.61,3.02,2.66,1.87634556446161,0.00661791940811172,2.24,1.41,0.9
"2070851",2070851,"north","B",10087,"1999-04-22",3.17,3.28,2.93,8.1665845510526,5.78503624922319,2.05,1.41,0.63
"1564884",1564884,"north","D",10045,"2004-04-28",0,0.83,0.91,3.67257942345377,0.00956629575479744,0.56,0.95,0.39
"817575",817575,"south","A",9982,"1999-09-01",17.42,5.07,3.95,6.10591235410313,0,3.87,1.59,2.7
"1444231",1444231,"north","D",10035,"1999-06-16",16.31,8.54,7.52,3.55339645700464,0.0122494288036281,5.25,1.7,2.17
"1596388",1596388,"south","D",10047,"1997-07-22",15.37,4.68,3.63,4.08672656130631,27.1520076823528,2.88,1.51,2.2
"1247696",1247696,"south","D",10018,"1999-09-07",15.08,5.74,4.89,5.11554872146113,0.00890629106697608,3.89,1.66,2.31
"2035733",2035733,"north","C",10084,"1999-04-27",1.56,3.36,3.24,5.00980548918034,2.08563734539427,2.16,1.4,0.62
"2059115",2059115,"north","B",10086,"2000-07-29",14.16,4.49,2.89,4.01737765729591,1.80161661637541,3.12,1.61,2.13
"2543961",2543961,"central","B",10126,"1997-05-15",0.33,1.54,1.63,2.0597990620539,3.16771824933083,1.13,1.17,0.45
"1430407",1430407,"south","C",10033,"2000-08-01",10.88,2.06,1.62,3.72221124537303,6.14467531603913,1.64,1.34,1.63
"621014",621014,"central","A",9966,"1999-09-29",16.34,7.37,6.59,2.68102968855114,45.9887006294923,5.3,1.6,2.42
"1217650",1217650,"north","C",10016,"1999-10-05",16.53,5.15,4.47,5.50041590004058,5.15759108405503,3.43,1.57,2.34
"1291830",1291830,"central","D",10022,"1999-08-31",14.13,5.25,4.75,1.93018499721682,0.0133773029192336,3.59,1.62,1.86
"2157830",2157830,"central","D",10094,"2007-10-29",0,2.79,2.29,2.93270147536144,0.00141784376384959,2.06,1.36,0.74
"524990",524990,"central","A",9958,"2004-05-14",0,1.09,1.21,1.32910043506901,21.8663903825316,0.83,1.09,0.45
"343903",343903,"central","A",9943,"1997-05-11",1.8,2.13,2.15,4.91935995403209,0.0526884883629852,1.43,1.26,0.51
"2335983",2335983,"north","B",10109,"2004-05-20",1.06,2.08,2.14,1.92330990436745,0.0019433029864269,1.47,1.36,0.5
"1425894",1425894,"central","C",10033,"1997-04-27",0,0.88,0.8,6.21477647374087,0.00497735546043846,0.6,1.05,0.36
"315629",315629,"north","C",9941,"2007-06-09",3.47,2.57,2.55,3.18174047324015,0.0201630776227265,1.74,1.4,0.66
"896273",896273,"central","B",9989,"2007-06-03",6.74,3.83,3.46,2.98621733085634,3.24180276097324,2.6,1.44,1.09
"2211420",2211420,"south","B",10098,"1999-10-21",12.73,3.73,5.56,4.32371425528665,0.00963983225780934,2.64,1.49,1.89
"766952",766952,"south","D",9978,"2007-08-01",3.76,2.79,2.75,3.05258742018799,0,1.94,1.43,0.72
"560249",560249,"central","C",9961,"2004-09-17",25.16,3.76,2.11,7.73177067416909,7.43046816035717,2.64,1.5,2.89
"201190",201190,"south","D",9931,"2004-07-08",16.43,4.4,3.46,4.355197468783,2.80288739769131,3.02,1.67,2.18
"676352",676352,"north","C",9971,"2000-09-20",19.78,3.87,3.67,8.41398201328429,0.0031919729804454,2.9,1.57,2.91
"2714473",2714473,"central","A",10140,"1997-07-19",17.36,6.7,6.79,2.1977976219439,12.7930604873824,4.54,1.54,2.46
"384801",384801,"south","A",9946,"2004-10-05",21.94,4.31,4.82,5.59382700789608,0.00148291578600083,2.95,1.61,2.65
"466339",466339,"south","B",9953,"1997-08-04",13.6,4.26,3.65,4.77950341827282,0.00227990888291337,3.15,1.61,2.26
"1927655",1927655,"north","C",10075,"2000-05-14",0.21,2.92,2.98,2.43543821825897,3.62140154235937,1.93,1.42,0.67
"115857",115857,"central","A",9924,"2004-05-03",0,0.57,0.63,1.64178961226113,0.100593647474118,0.42,0.95,0.33
"2604876",2604876,"central","B",10131,"2004-10-19",15.91,2.71,3.53,4.66958218545918,15.7807880465905,1.79,1.53,2.05
"707802",707802,"south","B",9973,"2007-08-11",0,2.77,2.62,2.99935167724572,0.00118888135571901,1.93,1.41,0.78
"658755",658755,"south","D",9969,"1997-04-14",0,0,0.02,9.54556836566246,0,0,0.85,0.07
"1801495",1801495,"south","D",10064,"2004-04-15",0,0.19,0.16,4.08809441183748,0.00439120468642366,0.11,0.92,0.22
"1400705",1400705,"central","B",10031,"2007-08-08",7.5,3.3,2.93,2.93529221895503,0,2.45,1.36,1.34
"2162943",2162943,"south","B",10094,"1997-06-16",5.75,4.25,4.12,3.33201076725542,0.0304582815803144,2.74,1.65,1.18
"150237",150237,"central","B",9927,"2007-06-13",7.7,3.88,3.53,2.49737429041939,0,2.47,1.65,1.24
"302955",302955,"north","C",9940,"1999-04-01",0,0.67,0.57,8.02181708597427,0.0194235248565437,0.56,1.01,0.33
"76954",76954,"central","D",9921,"2007-04-09",0,0.1,0.11,7.29206161959954,0,0.07,0.85,0.16
"210060",210060,"central","B",9932,"2000-08-11",17.49,2.84,2.08,5.23415568792839,0.00870644423107943,2.01,1.5,2.16
"2725397",2725397,"central","C",10141,"2007-09-19",9.43,2.8,3.13,2.79643945267823,0,1.9,1.6,1.2
"668713",668713,"central","C",9970,"2007-09-07",15.88,2.5,2.22,6.19754831448939,0.92548847218186,1.92,1.42,1.92
"1489638",1489638,"south","B",10038,"2004-04-11",0,0.61,0.61,8.06542468206992,0.117842550251029,0.46,1,0.28
"1064894",1064894,"central","C",10003,"1997-04-17",0,0,0,6.65523298557121,0,0,0.86,0.07
"1531591",1531591,"north","A",10042,"2000-06-06",1.27,3.59,3.42,2.45404744524361,8.36564730009212,2.5,1.47,1.09
"2613352",2613352,"north","C",10132,"1999-06-01",10.82,5.4,4.46,2.85926159854613,2.45951494737793,3.52,1.61,1.38
"1061914",1061914,"north","A",10003,"1997-07-09",9.65,4.25,3.32,2.6874385850841,2.30595739257705,2.89,1.52,1.59
"2410670",2410670,"central","D",10115,"1997-08-15",20.22,4.98,3.68,6.28147379092348,7.86310597181174,3.36,1.61,2.81
"2682582",2682582,"south","A",10137,"1999-05-16",7.53,4.78,3.87,2.51528412456202,0.076645877378109,3.15,1.48,1.2
"1383509",1383509,"south","A",10029,"2004-09-04",20.89,5.13,4.02,4.15715165475864,0.124810144783532,3.8,1.49,2.16
"1796047",1796047,"north","A",10064,"1999-04-02",0,0.5,0.44,4.89806052307876,0.0877791376172425,0.29,0.94,0.29
"2482762",2482762,"central","D",10121,"1997-05-01",0,1.09,1.15,5.40993571614791,0.226984193515317,0.75,1.2,0.42
"1765979",1765979,"south","B",10061,"1997-10-19",26.04,4.1,3.97,9.83111535547653,0.00310255127507369,2.98,1.57,3.02
"319960",319960,"central","A",9941,"1997-09-11",18.84,6.02,5.15,1.89451017129882,0.139050809509032,3.95,1.61,2.17
"552925",552925,"south","A",9960,"2000-04-30",0.03,0.82,0.78,2.27491583889154,0.00745530219981511,0.52,1.06,0.38
"1424820",1424820,"central","B",10033,"2007-09-26",6.52,2.22,3.39,2.62781900916111,10.4609497613791,1.78,1.32,1.03
"2113311",2113311,"central","A",10090,"2000-10-05",39.9,5.5,4.04,12.9457405113494,21.4194637693008,4.16,1.52,4.59
"2083524",2083524,"north","B",10088,"2007-07-16",7.41,2.6,2.26,3.30122670084643,0.000390335063667778,1.97,1.31,1.23
"765453",765453,"central","A",9978,"2000-04-26",0,0.67,0.61,2.35416329446929,0.00174004294050728,0.46,0.98,0.34
"2295929",2295929,"south","B",10105,"2004-06-30",22.67,4.86,4.82,6.06600913415423,0.0012296178554157,3.52,1.66,2.7
"1407350",1407350,"south","A",10031,"2000-07-21",3.75,2.19,1.53,2.89033393043566,0.293951803948531,1.63,1.31,1.28
"2720032",2720032,"north","D",10141,"2000-10-04",31.88,4.59,2.92,10.740183610728,0.0964967121060733,3.3,1.53,3.87
"1904369",1904369,"north","A",10073,"1999-04-27",1.26,2.86,2.67,4.6408298895374,2.59486692518172,1.93,1.31,0.66
"1250125",1250125,"south","C",10018,"2004-09-03",14.44,5.12,3.65,4.86084011149056,1.06213912909938,3.56,1.62,2.17
"840837",840837,"south","C",9984,"2000-09-17",19.07,2.28,1.74,6.56930444401841,0.0030869553057219,1.59,1.36,2.49
"677963",677963,"central","D",9971,"1997-09-29",22.65,3.98,3.01,9.6511302516819,0.00936030963717218,2.61,1.5,3.55
"826624",826624,"south","D",9983,"2000-05-02",1.07,1.47,1.33,2.95697692086531,17.4485679461766,0.96,1.24,0.51
"1365022",1365022,"central","B",10028,"1999-08-05",14.17,5.69,4.75,2.21395832484819,0.00184555116886666,3.98,1.65,1.83
"2061854",2061854,"central","D",10086,"1999-06-04",13.17,4.93,3.97,2.29611321918571,0.614210018100259,3.67,1.67,1.56
"1298261",1298261,"south","C",10022,"2004-09-07",19.49,4.17,2.73,7.2099358850258,0.116917265269307,2.7,1.53,2.81
"1265988",1265988,"north","C",10020,"2000-10-09",33.24,2.88,3.45,10.2221729806088,0.422885157658147,2.15,1.47,3.64
"2371631",2371631,"north","B",10112,"1997-10-04",14.36,6.21,6.03,1.95224308627109,0.0378159976034716,3.97,1.66,1.91
"1276095",1276095,"north","D",10021,"2004-05-01",0,0.85,0.85,3.25523427945117,1.00630675370341,0.6,1.02,0.4
"1870997",1870997,"central","B",10070,"2007-07-24",5.91,3.51,3.19,3.01725483709231,0,2.68,1.52,1.47
"1075771",1075771,"central","D",10004,"2007-06-26",6.24,3.44,3.22,2.39559042965936,17.0239153851953,2.35,1.51,1.05
