"","X","sitename","plotid","genotype","date","Stem","Leaf","Root","Rhizome","precip","LAI","NDVI","Height"
"2211628",2211628,"south","B",10098,"2004-04-21",0,1.65,1.64,7.95808092414947,27.2720918705403,1.06,1.18,0.45
"2403948",2403948,"south","B",10114,"1999-10-21",20.46,4.28,5.88,6.2932594374105,0.00963983225780934,3.12,1.63,2.47
"1436173",1436173,"central","D",10034,"1999-07-09",10.94,5.67,4.79,2.12536699292652,0.012502671329273,4,1.62,1.91
"2120842",2120842,"north","A",10091,"1997-08-02",9.48,4.46,3.05,4.46127313437606,0,2.82,1.59,2.08
"2087176",2087176,"central","B",10088,"2000-07-10",9.88,2.58,1.79,2.62176191468063,0.00639924240405531,1.79,1.36,1.45
"1583255",1583255,"central","C",10046,"2007-10-11",17.68,2.52,2.08,7.96149232167741,0.133757291897242,1.71,1.48,2.31
"4866",4866,"central","D",9915,"2007-07-28",6.2,3.55,3.34,2.4815993054659,2.22117152192975,2.48,1.51,1.08
"2280819",2280819,"central","C",10104,"2004-04-21",0,0.31,0.31,2.55845870152976,11.2939517305082,0.22,0.88,0.24
"664380",664380,"north","C",9970,"2004-05-21",5.18,3.61,3.56,4.10490391448845,0.000188816875654897,2.39,1.48,0.81
"1514838",1514838,"south","C",10040,"2004-08-21",14.12,4.87,3.79,5.78146616924382,7.85515935138171,3.72,1.65,2.31
"334539",334539,"south","B",9942,"2004-06-19",13.51,4.13,3.1,3.2921252828693,0.0840942392264655,3.17,1.49,1.69
"1885423",1885423,"south","D",10071,"1999-08-16",14.92,4.69,3.9,3.85921085333378,0,3.22,1.61,1.89
"884519",884519,"central","C",9988,"1997-08-15",25.14,7.39,5.38,5.96496799563316,0.155538699472742,4.92,1.68,3.11
"336679",336679,"south","A",9942,"2004-10-15",18.5,3.18,4.13,5.65936936435673,8.13759084323947,2.28,1.37,2.25
"1141213",1141213,"south","C",10009,"1997-08-12",18.27,5.66,4.45,4.95175028244546,0.213889823396876,3.6,1.69,2.43
"1483810",1483810,"north","A",10038,"2007-05-10",0,2,1.97,4.82766120231514,0.201887056533444,1.43,1.27,0.52
"983285",983285,"south","D",9996,"2004-05-19",0.38,2.96,3.39,3.55159812797996,19.3636949430973,2.25,1.34,0.65
"1731255",1731255,"south","C",10058,"2000-08-24",8.78,2.41,1.94,4.59814426875196,4.55822820869005,1.57,1.32,1.71
"1119638",1119638,"north","D",10008,"2000-09-29",35,5.22,3.7,11.2279516990022,9.01145697601237e-05,3.58,1.51,4.1
"1697924",1697924,"north","B",10056,"1999-07-27",15.21,7.69,6.18,2.7819304469277,3.99936388275871,5.39,1.68,2.18
"1523707",1523707,"central","A",10041,"2004-04-22",0,0.32,0.32,2.37912732720662,12.0172620550972,0.22,0.98,0.27
"582563",582563,"central","B",9963,"1997-04-26",0,0.54,0.52,3.90519172566086,0.0121396490611575,0.36,0.95,0.31
"1651353",1651353,"north","C",10052,"2007-08-09",3.91,2.92,2.63,2.92953636578442,0.455722961506677,1.94,1.33,0.72
"771495",771495,"north","B",9979,"2000-05-01",0,1.04,1.02,2.34108916099968,0.173396934948388,0.69,1.13,0.36
"110478",110478,"north","C",9924,"1999-05-22",7.73,5.47,5.08,3.5267922687032,2.24796430943454,3.65,1.84,1.33
"1910917",1910917,"south","B",10073,"2004-08-13",22.96,3.99,3.31,8.1829376736334,0.00114044836741058,3.21,1.55,2.84
"1424896",1424896,"central","B",10033,"1997-05-19",0,2.06,1.84,2.02810795317906,0.989552025412328,1.5,1.3,0.52
"1803528",1803528,"south","C",10064,"2004-05-11",0,2.37,2.24,3.08276051825085,5.47634949871586,1.69,1.25,0.53
"1407435",1407435,"south","A",10031,"2004-04-17",0,0.33,0.31,7.7347328092235,0,0.2,0.9,0.22
"21103",21103,"south","B",9916,"1997-07-20",14.37,4.47,3.55,3.69475389348025,1.38096177546396,3.23,1.64,1.78
"917602",917602,"north","A",9991,"1997-10-01",24.66,4.42,3.49,9.6806205296127,0.00536578284741864,3.2,1.68,3.68
"1890881",1890881,"north","B",10072,"2004-09-16",18.23,4.27,2.7,6.97536163163479,2.57038514852429,3.04,1.55,2.93
"1940664",1940664,"north","A",10076,"2000-04-18",0,1.05,1.09,5.97877778770673,19.6178152576165,0.78,1.07,0.41
"713759",713759,"north","A",9974,"2007-07-10",2.6,2.36,2.4,2.90102440542344,2.21589793523674,1.85,1.41,0.74
"658471",658471,"south","D",9969,"2004-08-04",19.65,4.56,3.38,7.6602537327345,0.187183710799331,3.18,1.8,2.83
"259147",259147,"central","C",9936,"2000-06-11",6.5,3.8,2.83,1.21071935148036,1.26258758619783,2.55,1.37,0.96
"1014241",1014241,"north","A",9999,"2000-08-14",19.29,4.37,4.06,7.79817190522276,0.00898021237070434,2.81,1.48,2.68
"1900787",1900787,"south","A",10072,"2004-04-16",0,0.27,0.22,9.10854052318074,0.00203146009624456,0.17,0.94,0.24
"879104",879104,"north","D",9988,"2004-08-07",21.64,4.18,2.68,5.10811197519054,0.000754095331563301,3.16,1.55,2.31
"2580627",2580627,"central","B",10129,"2004-04-19",0,0.55,0.55,8.62768458562302,0,0.43,1.07,0.32
"2199041",2199041,"south","B",10097,"1997-06-15",6.29,3.74,3.1,2.88523219221738,0.242712894716117,2.45,1.52,1.09
"2004338",2004338,"central","C",10081,"2007-07-31",10.14,2.37,2.04,3.54600709831638,0.00196845063579562,1.54,1.38,1.39
"1720576",1720576,"south","A",10057,"2007-06-18",7.86,3.31,3.03,1.93492398358486,0.00252886288633015,2.45,1.48,1.23
"764748",764748,"central","C",9978,"2004-07-17",13.87,3.78,1.97,2.26525349856017,1.66446500572939,2.51,1.61,1.87
"1565180",1565180,"north","D",10045,"2007-08-25",10.5,2.85,2.71,5.65221646995115,4.39784976739313,1.96,1.44,1.89
"616110",616110,"north","C",9966,"2000-07-05",12.8,3.89,3.5,3.12348826732665,2.8516984106369,2.54,1.44,1.78
"649381",649381,"south","A",9968,"2004-05-12",0.41,3.87,3.53,5.84179199074653,0.537873649332594,2.58,1.69,0.7
"856142",856142,"north","B",9986,"2007-06-30",1.66,2.35,1.9,1.90342632751799,0.00961995814765252,1.57,1.36,0.9
"437268",437268,"central","D",9951,"1997-08-25",14.21,4.87,3.89,5.09750960381833,1.82446535405286,3.63,1.62,2.37
"2428222",2428222,"south","B",10116,"2004-04-21",1.33,1.66,1.41,7.4207616648975,27.2720918705403,1.17,1.16,0.48
"672408",672408,"south","C",9970,"2004-04-23",0,0.88,0.82,7.3487194905428,20.3243196662548,0.68,1.04,0.34
"1401851",1401851,"central","C",10031,"1997-05-20",0,2.5,2.57,3.62363589697497,9.30217876454884,1.85,1.34,0.58
"2730876",2730876,"south","A",10141,"1999-10-25",15.07,2.15,2.95,3.02965719001564,0.00321319161201817,1.55,1.35,2.07
"2028563",2028563,"central","A",10083,"1997-06-20",7.68,5.12,4.64,2.14008823805811,0.0130302379578819,3.45,1.58,1.22
"1233955",1233955,"central","C",10017,"2004-04-28",0,0.6,0.56,2.52707533043653,0.0132530402016167,0.37,0.95,0.29
"1859553",1859553,"central","C",10069,"2000-06-28",10.3,4.21,2.53,0.907557958723757,0.031069018346787,2.96,1.48,1.45
"1344475",1344475,"south","D",10026,"2007-06-01",2.29,2.54,2.54,3.58419930520043,4.82290706356842,1.81,1.41,0.61
"538136",538136,"south","D",9959,"2004-07-30",21.36,4.41,3.23,6.97373809150747,0.0443899195657911,3.28,1.44,2.63
"717557",717557,"central","A",9974,"2004-06-22",7.53,3.09,1.93,0.773651731537487,18.9284963752209,2.02,1.39,1.15
"988185",988185,"north","B",9997,"2000-08-05",19.5,4.73,3.08,4.94840727177449,0.00152156561823051,3.18,1.52,2.73
"1178160",1178160,"south","C",10012,"2007-09-15",8.78,3.16,3.16,2.37659771253326,0.0637766488729795,2.07,1.4,1.08
"1429358",1429358,"south","B",10033,"2000-06-25",12.27,3.89,2.9,2.03134600206468,21.6575167853653,2.87,1.49,1.47
"1464696",1464696,"south","D",10036,"2004-08-18",21.7,4.28,3.31,8.29280990070421,5.24065310415052,2.98,1.62,2.85
"2335972",2335972,"north","B",10109,"2004-05-09",0,1.15,1.29,2.37579504064,7.12955246522704,0.76,1.15,0.45
"293252",293252,"central","D",9939,"2000-07-23",14.88,2.22,1.69,3.76417189824756,0.010881531968073,1.57,1.37,1.8
"2713837",2713837,"central","C",10140,"2000-04-30",0,1.03,0.99,2.72735680320863,1.29321397181243,0.78,1.19,0.4
"2221717",2221717,"central","A",10099,"2004-07-27",16.68,3.3,1.93,3.30497465455418,0.0335295250231422,2.34,1.45,2.1
"272914",272914,"south","D",9937,"1999-05-21",9.57,5.37,4.97,3.58713740808971,0.000569161083928816,3.47,1.51,1.21
"1441792",1441792,"south","B",10034,"2007-07-19",4.39,2.83,2.69,3.2547223474181,33.3175595654424,2.11,1.24,0.71
"214563",214563,"south","C",9932,"1997-04-25",0.5,0.49,0.51,4.44391995059226,0.00900510690876393,0.36,1.07,0.32
"1299131",1299131,"south","A",10022,"2000-10-07",24.04,1.69,1.59,7.9103476850452,8.77967223236892,1.27,1.21,2.59
"284843",284843,"south","D",9938,"1997-09-12",14.03,4.17,3.43,7.28588974182791,0.0054203433361817,2.62,1.58,2.56
"1030328",1030328,"central","A",10000,"2000-09-22",35.45,5.77,4.07,11.1267588041875,2.53447416034549,3.8,1.53,4.31
"1009590",1009590,"south","C",9998,"2007-05-30",5.3,3.04,3.33,2.8689042066774,0.0161593294553359,2.22,1.51,0.89
"533152",533152,"north","A",9959,"2004-09-23",32.91,4.63,3.45,12.9690460012215,0,3.24,1.47,4.03
"835966",835966,"central","B",9984,"2004-08-21",18.55,6.37,4.82,5.06699683531311,6.71113200929692,4.79,1.6,2.66
"1680133",1680133,"central","A",10054,"2004-04-19",0,0.17,0.17,2.10183583616081,0.0140103453074244,0.11,0.9,0.19
"678918",678918,"central","B",9971,"1997-07-26",17.99,4.75,3.5,4.59937276781084,0.00424992646130093,3.42,1.68,2.25
"1984298",1984298,"south","C",10079,"2007-07-04",11.16,3.94,3.08,3.76035321918695,0,2.68,1.49,1.68
"1112365",1112365,"central","B",10007,"1999-09-10",14.88,4.66,4.29,2.40737268403071,0.00232529061959782,3.53,1.43,1.91
"1918643",1918643,"central","B",10074,"2000-04-30",0,0.79,0.77,2.17366495784912,0.0074553021984917,0.54,1,0.39
"307309",307309,"central","C",9940,"2000-07-11",13.42,4.44,2.76,1.58859346859534,16.9570570677542,3.05,1.66,1.97
"570687",570687,"central","B",9962,"1997-09-30",28.15,4.18,3.59,9.01622965171329,0.365832024839898,3.13,1.57,3.11
"949855",949855,"south","A",9993,"1999-06-10",12.16,4.29,3.19,1.62385798989752,0.0162393463233453,3.28,1.43,1.62
"1934897",1934897,"south","B",10075,"2004-05-19",5.83,3.57,4.11,5.61477824843168,18.9060700553513,2.44,1.56,0.92
"1328401",1328401,"central","D",10025,"2007-04-24",0,1.47,1.75,5.97627982179667,0.0127787372269715,1.07,1.14,0.51
"1630015",1630015,"central","B",10050,"2004-04-14",0,0,0.03,10.767575515384,0.00664798683453901,0,0.87,0.08
"601656",601656,"north","D",9965,"1997-04-22",0,0.47,0.42,6.97730198443535,3.76855364539318,0.32,1.06,0.29
"2299176",2299176,"north","D",10106,"2007-08-08",10.62,2.13,1.72,4.01325028646304,58.9965549876608,1.47,1.29,1.52
"2266646",2266646,"central","D",10103,"2000-07-05",7.37,2.15,1.43,1.77489331926358,0.934534287504061,1.3,1.21,1.09
"1801037",1801037,"south","D",10064,"1997-10-18",24.1,4.05,3.87,9.08579860846756,0.00474389967973023,2.71,1.58,3.16
"2601653",2601653,"north","C",10131,"2000-10-11",20.04,2.86,2.91,7.5898058562874,0.00373468397980239,2.09,1.45,2.73
"2654314",2654314,"central","A",10135,"1997-07-25",9.33,5.74,4.2,2.4765589289806,0.0421134149087507,3.86,1.48,1.86
"394303",394303,"south","B",9947,"1999-06-09",9.17,5.94,5.47,3.21507222019495,0.0583756789718089,4.43,1.62,1.59
"441743",441743,"south","D",9951,"2000-10-24",21.78,2.33,2.9,7.27634343761808,0.494102440865163,1.72,1.42,2.59
"812886",812886,"central","C",9982,"2004-07-23",12.49,4.04,2.15,3.10309571231226,2.66103930906214,2.59,1.49,2.06
"2001013",2001013,"north","A",10081,"2004-04-11",0.07,0.68,0.66,7.26378870697194,0.116891984924751,0.44,0.96,0.3
"1644168",1644168,"central","A",10051,"2004-08-31",18.7,4.06,2.18,5.66428932077978,0,2.54,1.45,2.66
"1971434",1971434,"south","C",10078,"1997-06-17",11.52,3.68,2.96,1.18892239938212,15.3218910122675,2.51,1.48,1.35
"1745031",1745031,"north","D",10060,"1999-05-22",8.73,7.68,8,5.00149877794844,5.26246436526542,5.55,1.59,1.62
"2260194",2260194,"south","C",10102,"1997-05-16",1.99,2.81,3.05,4.30523632967258,0.0126999791124078,1.89,1.46,0.63
"656973",656973,"central","A",9969,"1999-05-12",5.06,5.09,5.59,4.69654547108155,18.65781080691,3.6,1.48,0.87
"2255455",2255455,"central","B",10102,"1999-07-27",14.11,4.48,3.4,4.74666143233121,0.00742696170948085,3.12,1.47,2.46
"587007",587007,"south","B",9963,"2000-05-15",0,2.7,2.62,2.69760331265508,0.00561977314336733,1.91,1.39,0.56
"246595",246595,"central","C",9935,"2007-09-15",10.09,3.39,3.26,5.16906691678753,0.173149351691205,2.52,1.43,2.02
"470574",470574,"north","B",9954,"1999-08-12",23.57,8.17,6.74,2.93372403766402,0.955626056304922,5.43,1.58,2.24
"2138974",2138974,"south","B",10092,"1997-09-21",24.73,4.59,3.41,9.14626615515302,2.03546406393506,3.4,1.57,3.41
"1120166",1120166,"north","B",10008,"1997-09-01",14.03,5.48,5.6,1.74622380768101,0.0408202864298838,3.87,1.72,1.83
"1748973",1748973,"central","D",10060,"1999-05-12",9.4,5.41,4.85,3.1857584898217,0.0782061296380048,3.86,1.55,1.19
"1510221",1510221,"central","C",10040,"1997-08-01",21,6.16,5.63,3.31620912852647,0.00570675633953353,4.32,1.69,2.64
"1287782",1287782,"north","D",10022,"1999-05-27",12.96,7.27,7.09,4.17222933414346,0.0263298041319638,5.13,1.74,1.68
"987845",987845,"north","B",9997,"1997-10-13",17.52,5.83,5.04,3.24042847082403,3.61822801952046,4.14,1.61,2.49
"2704230",2704230,"south","D",10139,"2007-06-27",3.44,2.96,2.71,3.15978445107551,9.42333351196951,2.03,1.39,0.69
"1529240",1529240,"north","B",10042,"1997-07-15",9.74,5.1,4.42,1.51855628077619,1.49920782102652,3.63,1.64,1.93
"1891745",1891745,"north","C",10072,"2004-05-20",2.9,3.52,3.29,4.00914767297898,4.61977951199164,2.42,1.45,0.77
"404046",404046,"central","A",9948,"1997-04-19",0,0.22,0.23,7.6621116026631,0.1072962569385,0.15,0.91,0.22
"302470",302470,"north","B",9940,"2004-07-23",15.39,4.09,2.38,3.23254723532342,7.57276138223354,3.02,1.51,2.02
"55997",55997,"central","A",9919,"2007-08-27",12.83,2.31,1.86,5.02719707916858,0.003965550961512,1.71,1.31,1.79
"491200",491200,"south","B",9955,"2007-08-03",0.34,2.64,2.52,3.07932992224202,0.000961379367896235,1.96,1.4,0.75
"2342999",2342999,"south","D",10109,"2004-05-04",0,1.23,1.27,3.62694118116647,1.13816935342021,0.91,1.17,0.39
"951229",951229,"north","D",9994,"2004-05-26",0,2.85,2.71,1.68585686235468,1.79095269336366,1.88,1.48,0.67
"538351",538351,"south","D",9959,"2007-08-27",3.18,2.86,2.7,2.94823730841734,0.0569568662509651,1.9,1.38,0.68
"937881",937881,"south","A",9992,"1999-08-08",20.26,4.61,3.41,5.27707515736809,3.69009170062,3.39,1.52,2.5
"1089968",1089968,"central","A",10005,"1997-05-30",0,3.75,4.44,3.53837422624231,3.74121284999154,2.79,1.46,0.69
"1162349",1162349,"central","A",10011,"1999-05-02",0,3.41,3.34,4.79373302974572,0.0140319716002595,2.39,1.49,0.73
"431881",431881,"south","C",9950,"2004-09-03",19.06,4.58,3.56,6.09167495793945,1.06213912909938,3.34,1.63,2.2
"2690955",2690955,"central","A",10138,"2004-06-08",2.4,2.28,1.67,0.86594348487082,0.0249061326117244,1.51,1.4,0.78
"1191326",1191326,"north","D",10014,"1997-06-14",4.87,5.08,5.72,2.79137355866531,0.137550418442398,3.64,1.57,1.17
"191056",191056,"south","C",9930,"2000-09-18",14.2,2.27,1.61,5.97792331885266,0,1.41,1.26,2.15
"1226213",1226213,"south","C",10016,"2007-06-28",7.37,3.33,2.95,2.33187431249805,12.6455728254906,2.29,1.39,1.09
"2663072",2663072,"north","A",10136,"2007-06-07",0.92,2.01,1.85,2.79515656321417,0.0233034867201283,1.37,1.34,0.59
"2434084",2434084,"north","A",10117,"2000-06-24",11.52,3.78,3.39,2.40443915617462,3.53173253683964,2.57,1.62,1.44
"1113130",1113130,"central","C",10007,"1997-07-30",20.93,6.15,5.21,2.31847135986241,0.000126597425563204,4.52,1.55,2.38
"2484813",2484813,"central","C",10121,"1997-05-12",0,1.8,1.87,4.14883294303675,0.0491366679011643,1.28,1.31,0.5
"905668",905668,"north","A",9990,"1999-06-04",12.56,5.76,5.43,3.05793835082258,0.00858071327386147,4.04,1.65,1.6
"52045",52045,"central","D",9919,"2007-10-19",3.13,2.56,2.45,2.98583428127145,22.8902358047313,1.78,1.4,0.61
"1055",1055,"north","B",9915,"1997-07-21",14.25,5.66,5.33,1.75771209583122,0.493144769376743,4.07,1.75,2.03
"1556691",1556691,"central","D",10044,"2000-06-27",4.7,2.28,1.73,1.61196673817327,6.59677465596865,1.67,1.45,1.16
"2117883",2117883,"north","D",10091,"1997-06-30",8.65,5.47,4.55,1.93389631519705,0.527658665720469,3.79,1.54,1.73
"2180955",2180955,"north","A",10096,"1997-06-11",3.95,3.31,3.31,2.82788669608609,0.00316691460915046,2.21,1.44,0.92
"711139",711139,"north","B",9974,"1999-05-09",5.23,5.04,5.21,5.5961117755803,0.129578264202899,3.57,1.77,0.84
"630752",630752,"central","B",9967,"1997-06-22",10.95,4.14,3.28,1.57253549331178,2.26391797516924,3.12,1.51,1.41
"228838",228838,"north","D",9934,"1999-04-17",0,0.66,0.63,2.05048451565225,11.3701011496726,0.44,0.96,0.3
"1249397",1249397,"south","C",10018,"1997-04-21",0,0.24,0.24,4.41929290653864,9.82541345710611,0.16,0.86,0.22
"2409804",2409804,"north","A",10115,"1999-06-15",16.39,6.14,5.53,2.98869319633504,2.10499359930756,4.3,1.65,2.17
"1360945",1360945,"north","B",10028,"1999-06-02",14.4,7.2,7.64,4.18832416516538,3.4874317099537,5.23,1.63,1.72
"1553127",1553127,"north","D",10044,"2007-08-05",12.01,2.94,2.76,5.19238494665965,4.50738334790302,2.03,1.5,1.87
"1193514",1193514,"north","C",10014,"1999-07-27",20.65,6.16,5.25,5.23379186495334,1.71652702402906,4.57,1.71,2.74
"322788",322788,"south","B",9941,"2007-09-22",3.45,2.6,2.39,2.76281432788444,0.00207194543710244,1.69,1.39,0.65
"2087908",2087908,"central","C",10088,"1999-04-16",0,2.15,2.3,8.27509289032304,9.30147901409607,1.57,1.39,0.61
"2215590",2215590,"north","B",10099,"2000-09-13",33.35,5.71,3.81,10.0034084992198,38.2341175662457,3.91,1.6,4.27
"1720457",1720457,"south","A",10057,"2004-09-28",13.66,4.35,4.07,4.66777801061554,0,2.69,1.51,2.08
"172450",172450,"central","D",9929,"1997-05-25",0,2.37,2.27,1.84066675066978,2.56734176237243,1.57,1.35,0.52
"2229019",2229019,"north","A",10100,"2007-10-30",0,3.07,2.85,3.62701707813531,0,2.08,1.43,0.85
"981253",981253,"central","C",9996,"2004-04-19",0,0.25,0.23,2.8002008136052,0.394468530090127,0.16,0.87,0.23
"1655106",1655106,"central","C",10052,"2004-04-24",0,0.43,0.37,2.53537751217477,0.00458113611302134,0.25,0.89,0.26
"2312831",2312831,"north","C",10107,"2000-09-11",20.93,4.24,3.49,8.21107163104914,10.1442907073204,3.04,1.79,2.79
"2647243",2647243,"south","A",10134,"2007-10-22",5.84,1.88,2.33,2.28937674427764,0,1.35,1.48,0.89
"1848011",1848011,"central","A",10068,"1997-04-24",0,0.61,0.54,6.5648769775347,0.277498562366021,0.4,1.05,0.28
"601604",601604,"south","A",9964,"2007-09-23",11.29,2.51,3.52,3.18106210654666,0.000166659301699157,1.79,1.33,1.36
"463811",463811,"central","C",9953,"2000-09-22",27.75,4.71,2.88,9.85718159963189,2.75903304943897,3.13,1.65,3.78
"745414",745414,"south","A",9976,"1999-10-08",20.07,2.91,4.07,4.34444208359209,0.660215033251043,2.03,1.44,2.56
"1161541",1161541,"central","C",10011,"1999-10-07",17.66,6.29,5.44,2.6985540295517,0,4.29,1.65,2.15
"1824766",1824766,"central","A",10066,"2007-06-06",1.39,1.39,1.53,1.61886748897795,13.0931360312892,1.08,1.24,0.5
"507658",507658,"north","C",9957,"1999-08-21",24.07,6.01,5.15,5.79531477578943,0.00262698504632819,4.21,1.55,2.52
"1386503",1386503,"north","C",10030,"2004-10-11",19.31,3.69,3.13,8.8777146962838,0,2.61,1.65,2.62
"1253133",1253133,"north","B",10019,"2004-09-17",21.16,3.99,2.64,6.93331274785377,9.80384269849386,2.75,1.59,2.75
"1999794",1999794,"north","C",10081,"1999-10-04",20.46,4.88,4.47,5.43882402879877,21.5850005541113,3.45,1.58,2.24
"334520",334520,"south","B",9942,"2004-05-31",8.01,3.9,2.94,3.68183170158589,28.1288544447754,2.49,1.51,1.12
"1219296",1219296,"central","D",10016,"1997-04-30",0,0.92,0.9,4.76784553743175,0.355396489839249,0.66,1.22,0.43
"1977503",1977503,"central","D",10079,"1997-09-05",22.46,5.4,4.49,8.46912707929068,0.00168299007741167,4.06,1.58,2.75
"689911",689911,"central","D",9972,"1997-07-06",12.13,4.36,3.03,1.89188745726221,0.012271975772916,2.78,1.62,1.56
"1328399",1328399,"central","D",10025,"2007-04-22",0,1.39,1.38,6.21032754421402,0,0.91,1.12,0.49
"896651",896651,"central","C",9989,"1999-04-26",0.23,2.93,3.22,6.06781943096116,0.00509240419012171,2.2,1.38,0.65
"216769",216769,"north","D",9933,"1997-10-08",35.75,6.96,6.58,8.19611981115392,0.0765140689134523,5.02,1.58,4
"1712525",1712525,"north","A",10057,"2007-08-06",3.97,2.34,2.15,2.65828189464224,0.985015038344008,1.7,1.43,0.68
"680295",680295,"central","C",9971,"2000-06-04",5.05,3.41,2.98,1.23042532269712,0.0108852453053232,2.26,1.48,0.87
"2510988",2510988,"south","D",10123,"1997-10-22",21.9,4.21,3.49,9.51759219663443,0.0542376891131032,2.82,1.61,3.05
"2690506",2690506,"central","A",10138,"1999-03-29",0,0.32,0.35,11.8916144699667,0.0314059873313294,0.21,0.87,0.24
"1106019",1106019,"south","A",10006,"1997-04-19",0,0.16,0.16,5.96917503900238,0.0103920006547057,0.12,0.84,0.18
"1479687",1479687,"south","A",10037,"2004-06-10",9.79,4.04,3.45,3.23091260506086,5.32275821914701,2.77,1.6,1.19
"414968",414968,"central","B",9949,"2007-06-18",5.93,4,3.18,2.36003903784989,0.00252886288557032,2.61,1.58,1.26
"2697372",2697372,"north","C",10139,"1997-06-08",5.06,3.3,3.43,3.29141568868266,6.39678165470816,2.33,1.49,0.85
"611703",611703,"south","C",9965,"1997-06-15",7.6,3.2,3.07,1.57323181332267,18.616310558741,2.54,1.5,1.17
"728292",728292,"central","C",9975,"1999-08-07",14.71,7.72,6.57,2.7181099532312,0.0259037278378626,5.77,1.69,2.76
